,count,labels.event,quantiles.0.25,quantiles.0.5,quantiles.0.9,quantiles.1,sum,value,help,name,type,ExpLabel,QPS,Timestamp
0,2295,PROVENANCE,3.7325184e+07,3.9803355e+07,5.131483e+07,2.05509101e+08,9.9963379762e+10,,,dispatcher_enforce_time,SUMMARY,time-to-violation,100,2019-09-29 18:38:05.621888069
1,,PROVENANCE,,,,,,2296,,dispatcher_enforcment_count,COUNTER,time-to-violation,100,2019-09-29 18:38:05.621888069
2,,,,,,,,5,,dispatcher_concurrent_enforcers,GAUGE,time-to-violation,100,2019-09-29 18:38:05.621888069
3,2596,PROVENANCE,3.7280861e+07,3.9692791e+07,5.0632622e+07,2.05509101e+08,1.11985550071e+11,,,dispatcher_enforce_time,SUMMARY,time-to-violation,100,2019-09-29 18:38:08.621703710
4,,PROVENANCE,,,,,,2596,,dispatcher_enforcment_count,COUNTER,time-to-violation,100,2019-09-29 18:38:08.621703710
5,,,,,,,,4,,dispatcher_concurrent_enforcers,GAUGE,time-to-violation,100,2019-09-29 18:38:08.621703710
6,2896,PROVENANCE,3.725643e+07,3.9605054e+07,4.9781371e+07,2.05509101e+08,1.24021984827e+11,,,dispatcher_enforce_time,SUMMARY,time-to-violation,100,2019-09-29 18:38:11.623279088
7,,PROVENANCE,,,,,,2897,,dispatcher_enforcment_count,COUNTER,time-to-violation,100,2019-09-29 18:38:11.623279088
8,,,,,,,,3,,dispatcher_concurrent_enforcers,GAUGE,time-to-violation,100,2019-09-29 18:38:11.623279088
9,3196,PROVENANCE,3.7232498e+07,3.9577992e+07,4.9661788e+07,2.05509101e+08,1.36337480587e+11,,,dispatcher_enforce_time,SUMMARY,time-to-violation,100,2019-09-29 18:38:14.621794214
10,,PROVENANCE,,,,,,3196,,dispatcher_enforcment_count,COUNTER,time-to-violation,100,2019-09-29 18:38:14.621794214
11,,,,,,,,5,,dispatcher_concurrent_enforcers,GAUGE,time-to-violation,100,2019-09-29 18:38:14.621794214
12,3496,PROVENANCE,3.7180968e+07,3.9508635e+07,4.9363327e+07,2.05509101e+08,1.48412744719e+11,,,dispatcher_enforce_time,SUMMARY,time-to-violation,100,2019-09-29 18:38:17.621919194
13,,PROVENANCE,,,,,,3496,,dispatcher_enforcment_count,COUNTER,time-to-violation,100,2019-09-29 18:38:17.621919194
14,,,,,,,,3,,dispatcher_concurrent_enforcers,GAUGE,time-to-violation,100,2019-09-29 18:38:17.621919194
15,3795,PROVENANCE,3.724722e+07,3.9614615e+07,4.9612646e+07,2.05509101e+08,1.61227498248e+11,,,dispatcher_enforce_time,SUMMARY,time-to-violation,100,2019-09-29 18:38:20.621700765
16,,PROVENANCE,,,,,,3795,,dispatcher_enforcment_count,COUNTER,time-to-violation,100,2019-09-29 18:38:20.621700765
17,,,,,,,,5,,dispatcher_concurrent_enforcers,GAUGE,time-to-violation,100,2019-09-29 18:38:20.621700765
18,4096,PROVENANCE,3.7232498e+07,3.9614615e+07,4.9781371e+07,2.05509101e+08,1.73838533267e+11,,,dispatcher_enforce_time,SUMMARY,time-to-violation,100,2019-09-29 18:38:23.622241607
19,,PROVENANCE,,,,,,4096,,dispatcher_enforcment_count,COUNTER,time-to-violation,100,2019-09-29 18:38:23.622241607
20,,,,,,,,4,,dispatcher_concurrent_enforcers,GAUGE,time-to-violation,100,2019-09-29 18:38:23.622241607
21,4396,PROVENANCE,3.7181731e+07,3.9613185e+07,4.9781371e+07,2.05509101e+08,1.86228505332e+11,,,dispatcher_enforce_time,SUMMARY,time-to-violation,100,2019-09-29 18:38:26.621742405
22,,PROVENANCE,,,,,,4396,,dispatcher_enforcment_count,COUNTER,time-to-violation,100,2019-09-29 18:38:26.621742405
23,,,,,,,,4,,dispatcher_concurrent_enforcers,GAUGE,time-to-violation,100,2019-09-29 18:38:26.621742405
24,4698,PROVENANCE,3.7126361e+07,3.9560394e+07,4.9517883e+07,2.05509101e+08,1.98308213743e+11,,,dispatcher_enforce_time,SUMMARY,time-to-violation,100,2019-09-29 18:38:29.621683751
25,,PROVENANCE,,,,,,4698,,dispatcher_enforcment_count,COUNTER,time-to-violation,100,2019-09-29 18:38:29.621683751
26,,,,,,,,6,,dispatcher_concurrent_enforcers,GAUGE,time-to-violation,100,2019-09-29 18:38:29.621683751
27,4996,PROVENANCE,3.7142681e+07,3.9593834e+07,4.9555927e+07,2.05509101e+08,2.10810240009e+11,,,dispatcher_enforce_time,SUMMARY,time-to-violation,100,2019-09-29 18:38:32.621663951
