,count,labels.event,quantiles.0.25,quantiles.0.5,quantiles.0.9,quantiles.1,sum,value,help,name,type,ExpLabel,QPS,Timestamp
15,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:48:48.501608093
16,449,PROVENANCE,1.9505449e+07,2.0185854e+07,2.3266971e+07,3.3683102e+07,9.301700402e+09,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:48:51.501610294
17,449,PROVENANCE,1.9514263e+07,2.0189266e+07,2.3270033e+07,3.36882e+07,9.306063873e+09,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:48:51.501610294
18,,PROVENANCE,,,,,,449,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:48:51.501610294
19,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:48:51.501610294
20,479,PROVENANCE,1.9505449e+07,2.0185854e+07,2.3169789e+07,3.3683102e+07,9.90999928e+09,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:48:54.501617721
21,479,PROVENANCE,1.9514263e+07,2.0189266e+07,2.3171775e+07,3.36882e+07,9.914533803e+09,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:48:54.501617721
22,,PROVENANCE,,,,,,479,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:48:54.501617721
23,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:48:54.501617721
24,509,PROVENANCE,1.952856e+07,2.0214166e+07,2.3204652e+07,3.3683102e+07,1.0545885923e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:48:57.501551862
25,509,PROVENANCE,1.9534374e+07,2.0220506e+07,2.3213825e+07,3.36882e+07,1.0550671021e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:48:57.501551862
26,,PROVENANCE,,,,,,509,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:48:57.501551862
27,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:48:57.501551862
28,539,PROVENANCE,1.9577158e+07,2.0251352e+07,2.3054114e+07,3.3683102e+07,1.1171585853e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:00.501580407
29,539,PROVENANCE,1.9592861e+07,2.0263357e+07,2.3056417e+07,3.36882e+07,1.117652611e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:00.501580407
30,,PROVENANCE,,,,,,539,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:49:00.501580407
31,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:49:00.501580407
32,569,PROVENANCE,1.9622997e+07,2.0315515e+07,2.2962965e+07,3.3683102e+07,1.1804994031e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:03.501639655
33,569,PROVENANCE,1.9635161e+07,2.0318291e+07,2.2968603e+07,3.36882e+07,1.181022666e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:03.501639655
34,,PROVENANCE,,,,,,569,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:49:03.501639655
35,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:49:03.501639655
36,599,PROVENANCE,1.9647567e+07,2.0371333e+07,2.2814794e+07,3.3683102e+07,1.2446423742e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:06.501955037
37,599,PROVENANCE,1.9651265e+07,2.0376644e+07,2.2816615e+07,3.36882e+07,1.245176322e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:06.501955037
38,,PROVENANCE,,,,,,599,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:49:06.501955037
39,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:49:06.501955037
40,629,PROVENANCE,1.9681955e+07,2.0400165e+07,2.275849e+07,3.3683102e+07,1.3070314007e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:09.501774133
41,629,PROVENANCE,1.9687247e+07,2.0403576e+07,2.2773366e+07,3.36882e+07,1.3075795582e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:09.501774133
42,,PROVENANCE,,,,,,629,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:49:09.501774133
43,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:49:09.501774133
44,659,PROVENANCE,1.96498e+07,2.0370967e+07,2.2744725e+07,3.3683102e+07,1.3676437465e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:12.501620836
45,659,PROVENANCE,1.9664825e+07,2.0374239e+07,2.2751645e+07,3.36882e+07,1.3682081657e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:12.501620836
46,,PROVENANCE,,,,,,659,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:49:12.501620836
47,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:49:12.501620836
48,689,PROVENANCE,1.9679328e+07,2.0420752e+07,2.2730164e+07,3.3683102e+07,1.4304973912e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:15.502068228
49,689,PROVENANCE,1.9684701e+07,2.0421905e+07,2.2732644e+07,3.36882e+07,1.4310862285e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:15.502068228
50,,PROVENANCE,,,,,,689,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:49:15.502068228
51,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:49:15.502068228
52,719,PROVENANCE,1.9679328e+07,2.0451623e+07,2.2730164e+07,3.3683102e+07,1.4934600314e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:18.501574692
53,719,PROVENANCE,1.9684701e+07,2.0457342e+07,2.2732644e+07,3.36882e+07,1.4940707772e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:18.501574692
54,,PROVENANCE,,,,,,719,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:49:18.501574692
55,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:49:18.501574692
56,749,PROVENANCE,1.9700707e+07,2.0461257e+07,2.2735929e+07,3.3683102e+07,1.5578991362e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:21.501622433
57,749,PROVENANCE,1.9743212e+07,2.0468894e+07,2.2742611e+07,3.36882e+07,1.5585521236e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:21.501622433
58,,PROVENANCE,,,,,,749,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:49:21.501622433
59,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:49:21.501622433
60,779,PROVENANCE,1.9770877e+07,2.0492343e+07,2.2750051e+07,3.3683102e+07,1.6225353887e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:24.501597624
61,779,PROVENANCE,1.9777406e+07,2.0504308e+07,2.2764594e+07,3.36882e+07,1.6232072801e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:24.501597624
62,,PROVENANCE,,,,,,779,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:49:24.501597624
63,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:49:24.501597624
64,809,PROVENANCE,1.9793251e+07,2.054028e+07,2.2760535e+07,3.3683102e+07,1.6881877953e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:27.501605308
65,809,PROVENANCE,1.9801826e+07,2.0547066e+07,2.2781459e+07,3.36882e+07,1.6888742268e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:27.501605308
66,,PROVENANCE,,,,,,809,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:49:27.501605308
67,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:49:27.501605308
68,839,PROVENANCE,1.9801627e+07,2.0554779e+07,2.2750051e+07,3.3683102e+07,1.7510249404e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:30.501573237
69,839,PROVENANCE,1.9815531e+07,2.0573318e+07,2.2764594e+07,3.36882e+07,1.7517302718e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:30.501573237
70,,PROVENANCE,,,,,,839,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:49:30.501573237
71,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:49:30.501573237
72,869,PROVENANCE,1.9778442e+07,2.0535364e+07,2.2735929e+07,3.3683102e+07,1.8121125275e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:33.501572401
73,869,PROVENANCE,1.9799372e+07,2.0545965e+07,2.2742611e+07,3.36882e+07,1.8128336204e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:33.501572401
74,,PROVENANCE,,,,,,869,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:49:33.501572401
75,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:49:33.501572401
76,900,PROVENANCE,1.9761939e+07,2.0482815e+07,2.2680524e+07,3.3683102e+07,1.8737148714e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:36.501588318
77,900,PROVENANCE,1.9768336e+07,2.0490537e+07,2.2685209e+07,3.36882e+07,1.8744678271e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:36.501588318
78,,PROVENANCE,,,,,,899,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:49:36.501588318
79,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:49:36.501588318
80,900,PROVENANCE,1.9761939e+07,2.0482815e+07,2.2680524e+07,3.3683102e+07,1.8737148714e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:39.501639539
81,900,PROVENANCE,1.9768336e+07,2.0490537e+07,2.2685209e+07,3.36882e+07,1.8744678271e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:39.501639539
82,,PROVENANCE,,,,,,900,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:49:39.501639539
83,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:49:39.501639539
84,900,PROVENANCE,1.9761939e+07,2.0482815e+07,2.2680524e+07,3.3683102e+07,1.8737148714e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:42.501814431
85,900,PROVENANCE,1.9768336e+07,2.0490537e+07,2.2685209e+07,3.36882e+07,1.8744678271e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:42.501814431
86,,PROVENANCE,,,,,,900,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:49:42.501814431
87,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:49:42.501814431
88,900,PROVENANCE,1.9761939e+07,2.0482815e+07,2.2680524e+07,3.3683102e+07,1.8737148714e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:45.501820227
89,900,PROVENANCE,1.9768336e+07,2.0490537e+07,2.2685209e+07,3.36882e+07,1.8744678271e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:45.501820227
90,,PROVENANCE,,,,,,900,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:49:45.501820227
91,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:49:45.501820227
92,900,PROVENANCE,1.9761939e+07,2.0482815e+07,2.2680524e+07,3.3683102e+07,1.8737148714e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:48.501674156
93,900,PROVENANCE,1.9768336e+07,2.0490537e+07,2.2685209e+07,3.36882e+07,1.8744678271e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,10,2019-09-29 19:49:48.501674156
94,,PROVENANCE,,,,,,900,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,10,2019-09-29 19:49:48.501674156
95,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,10,2019-09-29 19:49:48.501674156
96,1559,PROVENANCE,1.9391545e+07,2.0155162e+07,2.2237703e+07,6.3605766e+07,3.1885602013e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:24.506463418
97,1559,PROVENANCE,1.9397887e+07,2.0161362e+07,2.2240932e+07,6.3608182e+07,3.1895481845e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:24.506463418
98,,PROVENANCE,,,,,,1559,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,20,2019-09-29 19:50:24.506463418
99,,,,,,,,1,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,20,2019-09-29 19:50:24.506463418
100,1619,PROVENANCE,1.9399236e+07,2.0154608e+07,2.2227404e+07,6.3605766e+07,3.3170890693e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:27.506408279
101,1619,PROVENANCE,1.940345e+07,2.0158269e+07,2.2235027e+07,6.3608182e+07,3.3181011565e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:27.506408279
102,,PROVENANCE,,,,,,1619,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,20,2019-09-29 19:50:27.506408279
103,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,20,2019-09-29 19:50:27.506408279
104,1679,PROVENANCE,1.9410514e+07,2.0155367e+07,2.2201551e+07,6.3605766e+07,3.4390354023e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:30.506420967
105,1679,PROVENANCE,1.941284e+07,2.0161529e+07,2.2204505e+07,6.3608182e+07,3.440071315e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:30.506420967
106,,PROVENANCE,,,,,,1679,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,20,2019-09-29 19:50:30.506420967
107,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,20,2019-09-29 19:50:30.506420967
108,1739,PROVENANCE,1.9410421e+07,2.0155162e+07,2.2174133e+07,6.3605766e+07,3.5604084723e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:33.506390333
109,1739,PROVENANCE,1.9412284e+07,2.0161362e+07,2.2175554e+07,6.3608182e+07,3.5614598752e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:33.506390333
110,,PROVENANCE,,,,,,1739,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,20,2019-09-29 19:50:33.506390333
111,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,20,2019-09-29 19:50:33.506390333
112,1799,PROVENANCE,1.940215e+07,2.0143852e+07,2.2143604e+07,6.3605766e+07,3.6810552966e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:36.506357105
113,1799,PROVENANCE,1.9407887e+07,2.0150387e+07,2.2151919e+07,6.3608182e+07,3.682139892e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:36.506357105
114,,PROVENANCE,,,,,,1799,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,20,2019-09-29 19:50:36.506357105
115,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,20,2019-09-29 19:50:36.506357105
116,1859,PROVENANCE,1.9403407e+07,2.0154927e+07,2.2143604e+07,6.3605766e+07,3.8034417559e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:39.506360854
117,1859,PROVENANCE,1.9408518e+07,2.0157378e+07,2.2151919e+07,6.3608182e+07,3.8045505645e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:39.506360854
118,,PROVENANCE,,,,,,1859,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,20,2019-09-29 19:50:39.506360854
119,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,20,2019-09-29 19:50:39.506360854
120,1919,PROVENANCE,1.9416289e+07,2.0168058e+07,2.2114189e+07,6.3605766e+07,3.9264940467e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:42.506404019
121,1919,PROVENANCE,1.9421506e+07,2.017414e+07,2.2119663e+07,6.3608182e+07,3.927618436e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:42.506404019
122,,PROVENANCE,,,,,,1919,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,20,2019-09-29 19:50:42.506404019
123,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,20,2019-09-29 19:50:42.506404019
124,1979,PROVENANCE,1.9410421e+07,2.0155162e+07,2.2066945e+07,6.3605766e+07,4.0467183229e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:45.506389630
125,1979,PROVENANCE,1.9412284e+07,2.0161362e+07,2.2069759e+07,6.3608182e+07,4.0478674282e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:45.506389630
126,,PROVENANCE,,,,,,1979,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,20,2019-09-29 19:50:45.506389630
127,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,20,2019-09-29 19:50:45.506389630
128,2039,PROVENANCE,1.9410514e+07,2.0149161e+07,2.2038413e+07,6.3605766e+07,4.1671652691e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:48.506422950
129,2039,PROVENANCE,1.941284e+07,2.0156374e+07,2.2043727e+07,6.3608182e+07,4.1683356898e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:48.506422950
130,,PROVENANCE,,,,,,2039,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,20,2019-09-29 19:50:48.506422950
131,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,20,2019-09-29 19:50:48.506422950
132,2099,PROVENANCE,1.9410514e+07,2.0143757e+07,2.2002817e+07,6.3605766e+07,4.2866242058e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:51.506315102
133,2099,PROVENANCE,1.941284e+07,2.0148443e+07,2.200588e+07,6.3608182e+07,4.2878275782e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:51.506315102
134,,PROVENANCE,,,,,,2099,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,20,2019-09-29 19:50:51.506315102
135,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,20,2019-09-29 19:50:51.506315102
136,2159,PROVENANCE,1.9401601e+07,2.013795e+07,2.1942957e+07,6.3605766e+07,4.4068915409e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:54.506400917
137,2159,PROVENANCE,1.9407008e+07,2.014235e+07,2.1968297e+07,6.3608182e+07,4.4081114661e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:54.506400917
138,,PROVENANCE,,,,,,2159,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,20,2019-09-29 19:50:54.506400917
139,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,20,2019-09-29 19:50:54.506400917
140,2219,PROVENANCE,1.9400039e+07,2.0125274e+07,2.1932718e+07,6.3605766e+07,4.5272164163e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:57.506379459
141,2219,PROVENANCE,1.9404738e+07,2.012808e+07,2.193904e+07,6.3608182e+07,4.5284612262e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:50:57.506379459
142,,PROVENANCE,,,,,,2219,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,20,2019-09-29 19:50:57.506379459
143,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,20,2019-09-29 19:50:57.506379459
144,2279,PROVENANCE,1.9393085e+07,2.0127522e+07,2.1892503e+07,6.3605766e+07,4.6477996894e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:51:00.506400406
145,2279,PROVENANCE,1.9400891e+07,2.0136887e+07,2.1916735e+07,6.3608182e+07,4.6490691755e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:51:00.506400406
146,,PROVENANCE,,,,,,2279,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,20,2019-09-29 19:51:00.506400406
147,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,20,2019-09-29 19:51:00.506400406
148,2339,PROVENANCE,1.9393085e+07,2.0120026e+07,2.1885578e+07,6.3605766e+07,4.7679857288e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:51:03.506378624
149,2339,PROVENANCE,1.9400891e+07,2.0125571e+07,2.189401e+07,6.3608182e+07,4.7692754858e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:51:03.506378624
150,,PROVENANCE,,,,,,2339,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,20,2019-09-29 19:51:03.506378624
151,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,20,2019-09-29 19:51:03.506378624
152,2399,PROVENANCE,1.9388957e+07,2.01079e+07,2.188217e+07,6.3605766e+07,4.887586864e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:51:06.506346117
153,2399,PROVENANCE,1.9394177e+07,2.0112207e+07,2.1885238e+07,6.3608182e+07,4.8888974557e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:51:06.506346117
154,,PROVENANCE,,,,,,2399,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,20,2019-09-29 19:51:06.506346117
155,,,,,,,,0,,dispatcher_concurrent_enforcers,GAUGE,time-to-ingest-4k,20,2019-09-29 19:51:06.506346117
156,2459,PROVENANCE,1.9398308e+07,2.0110531e+07,2.1876097e+07,6.3605766e+07,5.0098827366e+10,,,dispatcher_enforce_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:51:09.506386920
157,2459,PROVENANCE,1.940345e+07,2.0117035e+07,2.1879285e+07,6.3608182e+07,5.0112224838e+10,,,dispatcher_total_time,SUMMARY,time-to-ingest-4k,20,2019-09-29 19:51:09.506386920
158,,PROVENANCE,,,,,,2459,,dispatcher_enforcment_count,COUNTER,time-to-ingest-4k,20,2019-09-29 19:51:09.506386920
