,ExpLabel,NZones,PercentDFTasks,RunsBeforeFailure,TimeToFailure,Timestamp
49,,2,0.1,5,15052641894,2019-07-31 11:25:36.693687744
50,,2,0.1,9,24982667521,2019-07-31 11:26:01.676387990
51,,2,0.1,0,2507160950,2019-07-31 11:26:04.183594321
52,,2,0.1,0,2408437995,2019-07-31 11:26:06.592073043
53,,2,0.1,3,10035871423,2019-07-31 11:26:16.627985196
54,,2,0.1,3,10036034403,2019-07-31 11:26:26.664061662
55,,2,0.1,1,5016525557,2019-07-31 11:26:31.680630273
56,,2,0.1,2,7423890470,2019-07-31 11:26:39.104562309
57,,2,0.1,0,2709750289,2019-07-31 11:26:41.814352780
58,,2,0.1,0,2307823221,2019-07-31 11:26:44.122216410
59,,2,0.1,4,13042048045,2019-07-31 11:26:57.164332643
60,,2,0.1,3,9940121814,2019-07-31 11:27:07.104489687
61,,2,0.1,16,42559908407,2019-07-31 11:27:49.664443328
62,,2,0.1,5,14955198847,2019-07-31 11:28:04.619690147
63,,2,0.1,3,10030765659,2019-07-31 11:28:14.650495567
64,,2,0.1,8,22497842358,2019-07-31 11:28:37.148375080
65,,2,0.1,0,2507311137,2019-07-31 11:28:39.655727299
66,,2,0.1,1,5014978566,2019-07-31 11:28:44.670769464
67,,2,0.1,10,27512283626,2019-07-31 11:29:12.183200862
68,,2,0.1,0,2406998054,2019-07-31 11:29:14.590254445
69,,2,0.1,0,2508946993,2019-07-31 11:29:17.099307341
70,,2,0.1,0,2514199326,2019-07-31 11:29:19.613539299
71,,2,0.1,7,20086206802,2019-07-31 11:29:39.699834074
72,,2,0.1,17,44964758486,2019-07-31 11:30:24.664639628
73,,2,0.1,6,17464433458,2019-07-31 11:30:42.129109545
74,,2,0.1,1,5118347338,2019-07-31 11:30:47.247497738
75,,2,0.1,19,49901813800,2019-07-31 11:31:37.149345827
76,,2,0.1,0,2506295087,2019-07-31 11:31:39.655677661
77,,2,0.1,7,20683410283,2019-07-31 11:32:00.339128389
78,,2,0.1,10,27311084924,2019-07-31 11:32:27.650258754
79,,2,0.1,1,5015336092,2019-07-31 11:32:32.665639476
80,,2,0.1,2,7442915706,2019-07-31 11:32:40.108606105
81,,2,0.1,0,2710634409,2019-07-31 11:32:42.819356999
82,,2,0.1,5,14848340499,2019-07-31 11:32:57.667740613
83,,2,0.1,14,37439553027,2019-07-31 11:33:35.107336107
84,,2,0.1,2,7525611469,2019-07-31 11:33:42.632981590
85,,2,0.1,8,22484140725,2019-07-31 11:34:05.117167716
86,,2,0.1,0,2507493437,2019-07-31 11:34:07.624694492
87,,2,0.1,0,2708852663,2019-07-31 11:34:10.333600174
88,,2,0.1,12,32326536681,2019-07-31 11:34:42.660177164
89,,2,0.1,3,9945172838,2019-07-31 11:34:52.605384462
90,,2,0.1,9,25095331932,2019-07-31 11:35:17.703533812
91,,2,0.1,0,2409464109,2019-07-31 11:35:20.113033940
92,,2,0.1,6,17556209094,2019-07-31 11:35:37.669307244
93,,2,0.1,3,9943227975,2019-07-31 11:35:47.612571961
94,,2,0.1,5,15051841212,2019-07-31 11:36:02.664460479
95,,2,0.1,8,22486336992,2019-07-31 11:36:25.150837025
96,,2,0.1,1,5016184595,2019-07-31 11:36:30.167060644
97,,2,0.1,6,17466070944,2019-07-31 11:36:47.633182978
98,,2,0.1,3,10033939586,2019-07-31 11:36:57.667164655
99,,2,0.1,0,2507842658,2019-07-31 11:37:00.175043839
100,,2,0.2,2,7326270034,2019-07-31 11:37:07.611220766
101,,2,0.2,1,5015737852,2019-07-31 11:37:12.626998795
102,,2,0.2,1,5018083006,2019-07-31 11:37:17.645132277
103,,2,0.2,1,5014289999,2019-07-31 11:37:22.659569068
104,,2,0.2,0,2508396982,2019-07-31 11:37:25.168048360
105,,2,0.2,2,7429317063,2019-07-31 11:37:32.597392770
106,,2,0.2,0,2708724647,2019-07-31 11:37:35.306158260
107,,2,0.2,0,2308718458,2019-07-31 11:37:37.614912116
108,,2,0.2,0,2508156869,2019-07-31 11:37:40.123108622
109,,2,0.2,0,2508663906,2019-07-31 11:37:42.631809627
110,,2,0.2,1,5016870451,2019-07-31 11:37:47.648718826
111,,2,0.2,0,2507188108,2019-07-31 11:37:50.155942543
112,,2,0.2,1,5017577507,2019-07-31 11:37:55.173558951
113,,2,0.2,0,2510785010,2019-07-31 11:37:57.684390022
114,,2,0.2,1,4915850095,2019-07-31 11:38:02.600272070
115,,2,0.2,3,10037077091,2019-07-31 11:38:12.637401307
116,,2,0.2,1,5017860140,2019-07-31 11:38:17.655302749
117,,2,0.2,1,5016368045,2019-07-31 11:38:22.671706627
118,,2,0.2,2,7428668271,2019-07-31 11:38:30.100416763
119,,2,0.2,0,2508777068,2019-07-31 11:38:32.609239744
120,,2,0.2,0,2507415367,2019-07-31 11:38:35.116704181
121,,2,0.2,1,5217569173,2019-07-31 11:38:40.334315111
122,,2,0.2,0,2307922089,2019-07-31 11:38:42.642284759
123,,2,0.2,0,2508260358,2019-07-31 11:38:45.150579930
124,,2,0.2,0,2508225995,2019-07-31 11:38:47.658840921
125,,2,0.2,1,5020826822,2019-07-31 11:38:52.679728952
126,,2,0.2,0,2511335070,2019-07-31 11:38:55.191097880
127,,2,0.2,4,12442995930,2019-07-31 11:39:07.634129989
128,,2,0.2,0,2507093563,2019-07-31 11:39:10.141266359
129,,2,0.2,1,5019001150,2019-07-31 11:39:15.160299066
130,,2,0.2,0,2507870401,2019-07-31 11:39:17.668223642
131,,2,0.2,2,7524819272,2019-07-31 11:39:25.193071882
132,,2,0.2,3,9938475713,2019-07-31 11:39:35.131593252
133,,2,0.2,0,2508829304,2019-07-31 11:39:37.640463745
134,,2,0.2,0,2509541781,2019-07-31 11:39:40.150066161
135,,2,0.2,0,2508747791,2019-07-31 11:39:42.658855056
136,,2,0.2,2,7526761730,2019-07-31 11:39:50.185684030
137,,2,0.2,0,2407754333,2019-07-31 11:39:52.593474242
138,,2,0.2,0,2507803112,2019-07-31 11:39:55.101310427
139,,2,0.2,1,5016659909,2019-07-31 11:40:00.118012118
140,,2,0.2,3,10041721752,2019-07-31 11:40:10.159767092
141,,2,0.2,1,5123814650,2019-07-31 11:40:15.284300317
142,,2,0.2,0,2408143204,2019-07-31 11:40:17.692493681
143,,2,0.2,0,2409308157,2019-07-31 11:40:20.101875506
144,,2,0.2,0,2508066300,2019-07-31 11:40:22.609980341
145,,2,0.2,1,5017231406,2019-07-31 11:40:27.627256515
146,,2,0.2,4,12545402739,2019-07-31 11:40:40.172722252
147,,2,0.2,0,2509923540,2019-07-31 11:40:42.682685235
148,,2,0.2,2,7433467392,2019-07-31 11:40:50.116191814
149,,2,0.2,0,2508338831,2019-07-31 11:40:52.624567843
150,,2,0.2,0,2508820062,2019-07-31 11:40:55.133439915
151,,2,0.2,1,5018488806,2019-07-31 11:41:00.151968415
152,,2,0.2,0,2508705640,2019-07-31 11:41:02.660710339
153,,2,0.2,0,2514396876,2019-07-31 11:41:05.175145994
154,,2,0.2,0,2510148925,2019-07-31 11:41:07.685348430
155,,2,0.2,0,2615225372,2019-07-31 11:41:10.300607186
156,,2,0.2,0,2313771228,2019-07-31 11:41:12.614411475
157,,2,0.2,0,2508638939,2019-07-31 11:41:15.123087131
158,,2,0.2,0,2508955563,2019-07-31 11:41:17.632082414
159,,2,0.2,1,5016140679,2019-07-31 11:41:22.648270442
160,,2,0.2,1,5019551714,2019-07-31 11:41:27.667857432
161,,2,0.2,3,9934107343,2019-07-31 11:41:37.601997746
162,,2,0.2,0,2509184826,2019-07-31 11:41:40.111216635
163,,2,0.2,0,2508410597,2019-07-31 11:41:42.619691168
164,,2,0.2,1,5017983026,2019-07-31 11:41:47.637707831
165,,2,0.2,1,5019443397,2019-07-31 11:41:52.657188259
166,,2,0.2,0,2508762066,2019-07-31 11:41:55.165994822
167,,2,0.2,0,2507861238,2019-07-31 11:41:57.673892853
168,,2,0.2,0,2512839283,2019-07-31 11:42:00.186774241
169,,2,0.2,2,7425424620,2019-07-31 11:42:07.612252264
170,,2,0.2,3,10036798088,2019-07-31 11:42:17.649113174
171,,2,0.2,0,2507962551,2019-07-31 11:42:20.157125515
172,,2,0.2,0,2511272248,2019-07-31 11:42:22.668430883
173,,2,0.2,0,2508859277,2019-07-31 11:42:25.177335517
174,,2,0.2,0,2510763585,2019-07-31 11:42:27.688138863
175,,2,0.2,1,4918326801,2019-07-31 11:42:32.606514480
176,,2,0.2,1,5017534540,2019-07-31 11:42:37.624087152
177,,2,0.2,0,2509510265,2019-07-31 11:42:40.133637524
178,,2,0.2,0,2508942193,2019-07-31 11:42:42.642615587
179,,2,0.2,1,5019253544,2019-07-31 11:42:47.661908508
180,,2,0.2,0,2509081117,2019-07-31 11:42:50.171032894
181,,2,0.2,3,9936949510,2019-07-31 11:43:00.108018888
182,,2,0.2,1,5017412040,2019-07-31 11:43:05.125474647
183,,2,0.2,3,10035511236,2019-07-31 11:43:15.161026893
184,,2,0.2,1,5020595103,2019-07-31 11:43:20.181682171
185,,2,0.2,2,7428910574,2019-07-31 11:43:27.610643542
186,,2,0.2,0,2514798877,2019-07-31 11:43:30.125566884
187,,2,0.2,0,2509006556,2019-07-31 11:43:32.634617482
188,,2,0.2,2,7529869994,2019-07-31 11:43:40.164521561
189,,2,0.2,0,2510001223,2019-07-31 11:43:42.674573495
190,,2,0.2,0,2509960683,2019-07-31 11:43:45.184580768
191,,2,0.2,0,2508916428,2019-07-31 11:43:47.693542534
192,,2,0.2,1,4918924189,2019-07-31 11:43:52.612507208
193,,2,0.2,5,15155777599,2019-07-31 11:44:07.768334990
194,,2,0.2,0,2409918480,2019-07-31 11:44:10.178312366
195,,2,0.2,0,2509499079,2019-07-31 11:44:12.687875706
196,,2,0.2,2,7443619549,2019-07-31 11:44:20.131534050
197,,2,0.2,1,5021445434,2019-07-31 11:44:25.153031534
198,,2,0.2,0,2509645477,2019-07-31 11:44:27.662734285
199,,2,0.2,1,5022789615,2019-07-31 11:44:32.685606232
200,,2,0.30000000000000004,1,4820631790,2019-07-31 11:44:37.610940721
201,,2,0.30000000000000004,0,2713942464,2019-07-31 11:44:40.324942155
202,,2,0.30000000000000004,0,2311608820,2019-07-31 11:44:42.636630355
203,,2,0.30000000000000004,0,2710700145,2019-07-31 11:44:45.347364420
204,,2,0.30000000000000004,2,7434718515,2019-07-31 11:44:52.782133306
205,,2,0.30000000000000004,0,2411201069,2019-07-31 11:44:55.193383705
206,,2,0.30000000000000004,0,2409717390,2019-07-31 11:44:57.603155955
207,,2,0.30000000000000004,0,2508442337,2019-07-31 11:45:00.111636479
208,,2,0.30000000000000004,1,5221278730,2019-07-31 11:45:05.332954288
209,,2,0.30000000000000004,1,4821296155,2019-07-31 11:45:10.154303424
210,,2,0.30000000000000004,0,2511046985,2019-07-31 11:45:12.665387375
211,,2,0.30000000000000004,0,2510198152,2019-07-31 11:45:15.175624964
212,,2,0.30000000000000004,0,2510514487,2019-07-31 11:45:17.686183367
213,,2,0.30000000000000004,1,4919869211,2019-07-31 11:45:22.606104781
214,,2,0.30000000000000004,1,5018061552,2019-07-31 11:45:27.624197111
215,,2,0.30000000000000004,0,2509771662,2019-07-31 11:45:30.134006113
216,,2,0.30000000000000004,0,2510047715,2019-07-31 11:45:32.644090837
217,,2,0.30000000000000004,1,5022963494,2019-07-31 11:45:37.667102305
218,,2,0.30000000000000004,0,2509781064,2019-07-31 11:45:40.176943284
219,,2,0.30000000000000004,0,2511534346,2019-07-31 11:45:42.688536460
220,,2,0.30000000000000004,0,2510539032,2019-07-31 11:45:45.199115168
221,,2,0.30000000000000004,2,7429458748,2019-07-31 11:45:52.628623362
222,,2,0.30000000000000004,0,2510498794,2019-07-31 11:45:55.139175723
223,,2,0.30000000000000004,0,2508921441,2019-07-31 11:45:57.648147474
224,,2,0.30000000000000004,0,2510528663,2019-07-31 11:46:00.158715657
225,,2,0.30000000000000004,0,2510617988,2019-07-31 11:46:02.669372251
226,,2,0.30000000000000004,0,2511272821,2019-07-31 11:46:05.180692735
227,,2,0.30000000000000004,0,2510643170,2019-07-31 11:46:07.691390374
228,,2,0.30000000000000004,0,2511823362,2019-07-31 11:46:10.203254856
229,,2,0.30000000000000004,1,4918128250,2019-07-31 11:46:15.121450375
230,,2,0.30000000000000004,0,2509213594,2019-07-31 11:46:17.630698449
231,,2,0.30000000000000004,0,2508649128,2019-07-31 11:46:20.139387367
232,,2,0.30000000000000004,0,2508516147,2019-07-31 11:46:22.647944121
233,,2,0.30000000000000004,1,5020911210,2019-07-31 11:46:27.668887787
234,,2,0.30000000000000004,0,2511195444,2019-07-31 11:46:30.180123794
235,,2,0.30000000000000004,0,2511161695,2019-07-31 11:46:32.691325281
236,,2,0.30000000000000004,0,2510354638,2019-07-31 11:46:35.201730828
237,,2,0.30000000000000004,0,2410347420,2019-07-31 11:46:37.612115589
238,,2,0.30000000000000004,1,5020985859,2019-07-31 11:46:42.633152970
239,,2,0.30000000000000004,0,2511896155,2019-07-31 11:46:45.145102049
240,,2,0.30000000000000004,0,2510824780,2019-07-31 11:46:47.656002833
241,,2,0.30000000000000004,0,2511378405,2019-07-31 11:46:50.167431385
242,,2,0.30000000000000004,0,2511163503,2019-07-31 11:46:52.678642110
243,,2,0.30000000000000004,0,2509248191,2019-07-31 11:46:55.187929079
244,,2,0.30000000000000004,0,2508728447,2019-07-31 11:46:57.696698734
245,,2,0.30000000000000004,0,2508421596,2019-07-31 11:47:00.205158138
246,,2,0.30000000000000004,0,2409644249,2019-07-31 11:47:02.614841735
247,,2,0.30000000000000004,1,5017915540,2019-07-31 11:47:07.632799975
248,,2,0.30000000000000004,1,5018906468,2019-07-31 11:47:12.651749583
249,,2,0.30000000000000004,0,2509367551,2019-07-31 11:47:15.161166702
250,,2,0.30000000000000004,2,7539162884,2019-07-31 11:47:22.700381528
251,,2,0.30000000000000004,2,7429043601,2019-07-31 11:47:30.129488427
252,,2,0.30000000000000004,0,2509562859,2019-07-31 11:47:32.639094521
253,,2,0.30000000000000004,0,2509994303,2019-07-31 11:47:35.149125507
254,,2,0.30000000000000004,0,2516132390,2019-07-31 11:47:37.665317731
255,,2,0.30000000000000004,2,7434322805,2019-07-31 11:47:45.099684486
256,,2,0.30000000000000004,0,2509586055,2019-07-31 11:47:47.609323646
257,,2,0.30000000000000004,0,2508759096,2019-07-31 11:47:50.118118098
258,,2,0.30000000000000004,0,2508477613,2019-07-31 11:47:52.626624654
259,,2,0.30000000000000004,0,2510887758,2019-07-31 11:47:55.137571032
260,,2,0.30000000000000004,1,5121330716,2019-07-31 11:48:00.258941221
261,,2,0.30000000000000004,0,2411666848,2019-07-31 11:48:02.670654282
262,,2,0.30000000000000004,0,2511138049,2019-07-31 11:48:05.181851603
263,,2,0.30000000000000004,1,4920425963,2019-07-31 11:48:10.102315076
264,,2,0.30000000000000004,0,2509447711,2019-07-31 11:48:12.611794663
265,,2,0.30000000000000004,0,2507541025,2019-07-31 11:48:15.119368963
266,,2,0.30000000000000004,0,2509254713,2019-07-31 11:48:17.628665590
267,,2,0.30000000000000004,1,5015497536,2019-07-31 11:48:22.644201192
268,,2,0.30000000000000004,0,2508926278,2019-07-31 11:48:25.153161375
269,,2,0.30000000000000004,0,2508779871,2019-07-31 11:48:27.661982698
270,,2,0.30000000000000004,0,2510458389,2019-07-31 11:48:30.172483470
271,,2,0.30000000000000004,1,5017272210,2019-07-31 11:48:35.189784602
272,,2,0.30000000000000004,0,2409434827,2019-07-31 11:48:37.599262999
273,,2,0.30000000000000004,0,2511469612,2019-07-31 11:48:40.110766357
274,,2,0.30000000000000004,0,2506884374,2019-07-31 11:48:42.617697135
275,,2,0.30000000000000004,0,2508706608,2019-07-31 11:48:45.126443616
276,,2,0.30000000000000004,1,5017846853,2019-07-31 11:48:50.144323870
277,,2,0.30000000000000004,1,5019065436,2019-07-31 11:48:55.163427203
278,,2,0.30000000000000004,1,5025080138,2019-07-31 11:49:00.188548668
279,,2,0.30000000000000004,1,4924453017,2019-07-31 11:49:05.113232451
280,,2,0.30000000000000004,1,5020958922,2019-07-31 11:49:10.134266832
281,,2,0.30000000000000004,0,2509280807,2019-07-31 11:49:12.643599917
282,,2,0.30000000000000004,0,2509386914,2019-07-31 11:49:15.153029963
283,,2,0.30000000000000004,0,2509315643,2019-07-31 11:49:17.662396310
284,,2,0.30000000000000004,0,2509789732,2019-07-31 11:49:20.172246004
285,,2,0.30000000000000004,0,2508984480,2019-07-31 11:49:22.681290178
286,,2,0.30000000000000004,0,2507468861,2019-07-31 11:49:25.188822178
287,,2,0.30000000000000004,1,4917817029,2019-07-31 11:49:30.106676931
288,,2,0.30000000000000004,1,5015411780,2019-07-31 11:49:35.122129349
289,,2,0.30000000000000004,1,5024802531,2019-07-31 11:49:40.146971522
290,,2,0.30000000000000004,0,2508705355,2019-07-31 11:49:42.655723436
291,,2,0.30000000000000004,0,2510719906,2019-07-31 11:49:45.166488119
292,,2,0.30000000000000004,0,2509384582,2019-07-31 11:49:47.675917192
293,,2,0.30000000000000004,0,2508680006,2019-07-31 11:49:50.184637588
294,,2,0.30000000000000004,1,4915854880,2019-07-31 11:49:55.100530781
295,,2,0.30000000000000004,0,2508796550,2019-07-31 11:49:57.609371998
296,,2,0.30000000000000004,1,5019887232,2019-07-31 11:50:02.629294678
297,,2,0.30000000000000004,0,2507230621,2019-07-31 11:50:05.136568265
298,,2,0.30000000000000004,0,2607570248,2019-07-31 11:50:07.744201649
299,,2,0.30000000000000004,1,4915957022,2019-07-31 11:50:12.660194152
300,,2,0.4,0,2709480388,2019-07-31 11:50:15.473329029
301,,2,0.4,0,2310696808,2019-07-31 11:50:17.784073617
302,,2,0.4,0,2307958955,2019-07-31 11:50:20.092075331
303,,2,0.4,1,5217728049,2019-07-31 11:50:25.309833797
304,,2,0.4,0,2513543501,2019-07-31 11:50:27.823409935
305,,2,0.4,0,2308079643,2019-07-31 11:50:30.131522805
306,,2,0.4,0,2508996831,2019-07-31 11:50:32.640589336
307,,2,0.4,0,2509048413,2019-07-31 11:50:35.149674233
308,,2,0.4,0,2610326809,2019-07-31 11:50:37.760053183
309,,2,0.4,0,2410389983,2019-07-31 11:50:40.170485896
310,,2,0.4,0,2506755612,2019-07-31 11:50:42.677287353
311,,2,0.4,0,2508679923,2019-07-31 11:50:45.186010268
312,,2,0.4,0,2510060758,2019-07-31 11:50:47.696112679
313,,2,0.4,0,2409634453,2019-07-31 11:50:50.105802115
314,,2,0.4,1,5020239759,2019-07-31 11:50:55.126082176
315,,2,0.4,0,2509339536,2019-07-31 11:50:57.635456930
316,,2,0.4,0,2508984128,2019-07-31 11:51:00.144485118
317,,2,0.4,0,2509463737,2019-07-31 11:51:02.653987520
318,,2,0.4,0,2509692444,2019-07-31 11:51:05.163738812
319,,2,0.4,0,2510255986,2019-07-31 11:51:07.674053974
320,,2,0.4,0,2510328979,2019-07-31 11:51:10.184424762
321,,2,0.4,1,4918012910,2019-07-31 11:51:15.102483995
322,,2,0.4,0,2512972247,2019-07-31 11:51:17.615517018
323,,2,0.4,0,2509188276,2019-07-31 11:51:20.124752692
324,,2,0.4,0,2509100109,2019-07-31 11:51:22.633886430
325,,2,0.4,0,2509402379,2019-07-31 11:51:25.143688025
326,,2,0.4,0,2509444264,2019-07-31 11:51:27.653172006
327,,2,0.4,1,5016104309,2019-07-31 11:51:32.669312372
328,,2,0.4,1,5020643748,2019-07-31 11:51:37.689998248
329,,2,0.4,0,2412263393,2019-07-31 11:51:40.102321753
330,,2,0.4,0,2510272920,2019-07-31 11:51:42.612643940
331,,2,0.4,0,2508344427,2019-07-31 11:51:45.121019471
332,,2,0.4,0,2508448373,2019-07-31 11:51:47.629506608
333,,2,0.4,0,2511209587,2019-07-31 11:51:50.140756770
334,,2,0.4,0,2509106037,2019-07-31 11:51:52.650172495
335,,2,0.4,0,2508930779,2019-07-31 11:51:55.159153044
336,,2,0.4,0,2510737394,2019-07-31 11:51:57.669928889
337,,2,0.4,0,2515647098,2019-07-31 11:52:00.185637453
338,,2,0.4,0,2415968325,2019-07-31 11:52:02.601640017
339,,2,0.4,0,2507983472,2019-07-31 11:52:05.109663819
340,,2,0.4,0,2516793648,2019-07-31 11:52:07.626494812
341,,2,0.4,0,3410213705,2019-07-31 11:52:11.036751616
342,,2,0.4,0,2108171016,2019-07-31 11:52:13.144961042
343,,2,0.4,0,2521183075,2019-07-31 11:52:15.666205890
344,,2,0.4,0,2508591470,2019-07-31 11:52:18.174833380
345,,2,0.4,0,2509360867,2019-07-31 11:52:20.684231308
346,,2,0.4,2,7424949902,2019-07-31 11:52:28.109219651
347,,2,0.4,0,2508478223,2019-07-31 11:52:30.617729802
348,,2,0.4,0,2509219940,2019-07-31 11:52:33.127012471
349,,2,0.4,0,2509044079,2019-07-31 11:52:35.636097591
350,,2,0.4,0,2509100479,2019-07-31 11:52:38.145245383
351,,2,0.4,1,5018375214,2019-07-31 11:52:43.163662004
352,,2,0.4,0,2512699437,2019-07-31 11:52:45.676413677
353,,2,0.4,0,2509045195,2019-07-31 11:52:48.185493444
354,,2,0.4,0,2509702779,2019-07-31 11:52:50.695236086
355,,2,0.4,0,2409428491,2019-07-31 11:52:53.104706158
356,,2,0.4,0,2508516902,2019-07-31 11:52:55.613264834
357,,2,0.4,0,2511294842,2019-07-31 11:52:58.124594506
358,,2,0.4,0,2510555145,2019-07-31 11:53:00.635204307
359,,2,0.4,0,2509444574,2019-07-31 11:53:03.144714430
360,,2,0.4,0,2510648400,2019-07-31 11:53:05.655401462
361,,2,0.4,0,2519457406,2019-07-31 11:53:08.174904029
362,,2,0.4,0,2508658589,2019-07-31 11:53:10.683602846
363,,2,0.4,0,2509024341,2019-07-31 11:53:13.192661853
364,,2,0.4,0,2409923098,2019-07-31 11:53:15.602626540
365,,2,0.4,0,2507988483,2019-07-31 11:53:18.110650348
366,,2,0.4,0,2509389721,2019-07-31 11:53:20.620072838
367,,2,0.4,0,2512349051,2019-07-31 11:53:23.132485239
368,,2,0.4,0,2509454830,2019-07-31 11:53:25.641973614
369,,2,0.4,0,2510931147,2019-07-31 11:53:28.152946342
370,,2,0.4,0,2511831587,2019-07-31 11:53:30.664829045
371,,2,0.4,0,2512050831,2019-07-31 11:53:33.176934978
372,,2,0.4,0,2512389041,2019-07-31 11:53:35.689378501
373,,2,0.4,0,2511277472,2019-07-31 11:53:38.200717361
374,,2,0.4,0,2410060923,2019-07-31 11:53:40.610827679
375,,2,0.4,0,2509141219,2019-07-31 11:53:43.120007050
376,,2,0.4,0,2509021092,2019-07-31 11:53:45.629062198
377,,2,0.4,0,2509288145,2019-07-31 11:53:48.138401068
378,,2,0.4,1,5022026372,2019-07-31 11:53:53.160475785
379,,2,0.4,0,2513688933,2019-07-31 11:53:55.674208578
380,,2,0.4,0,2511002684,2019-07-31 11:53:58.185251513
381,,2,0.4,0,2510069210,2019-07-31 11:54:00.695361984
382,,2,0.4,0,2410254092,2019-07-31 11:54:03.105654788
383,,2,0.4,0,2509035325,2019-07-31 11:54:05.614731343
384,,2,0.4,0,2508366061,2019-07-31 11:54:08.123132668
385,,2,0.4,0,2510422501,2019-07-31 11:54:10.633605488
386,,2,0.4,0,2510819292,2019-07-31 11:54:13.144470046
387,,2,0.4,0,2511900252,2019-07-31 11:54:15.656430657
388,,2,0.4,0,2509827416,2019-07-31 11:54:18.166291967
389,,2,0.4,0,2511659791,2019-07-31 11:54:20.678010152
390,,2,0.4,0,2511245685,2019-07-31 11:54:23.189310171
391,,2,0.4,1,4921368888,2019-07-31 11:54:28.110715467
392,,2,0.4,0,2509984892,2019-07-31 11:54:30.620737523
393,,2,0.4,0,2508556864,2019-07-31 11:54:33.129329503
394,,2,0.4,0,2509282290,2019-07-31 11:54:35.638644432
395,,2,0.4,0,2508624431,2019-07-31 11:54:38.147314340
396,,2,0.4,0,2514519921,2019-07-31 11:54:40.661871534
397,,2,0.4,0,2511313466,2019-07-31 11:54:43.173301956
398,,2,0.4,0,2507929144,2019-07-31 11:54:45.681268551
399,,2,0.4,0,2508860713,2019-07-31 11:54:48.190160326
400,,2,0.5,0,2308237229,2019-07-31 11:54:50.602058269
401,,2,0.5,0,2709902964,2019-07-31 11:54:53.312037163
402,,2,0.5,0,2309929675,2019-07-31 11:54:55.622008812
403,,2,0.5,0,2508998656,2019-07-31 11:54:58.131050310
404,,2,0.5,0,2510270573,2019-07-31 11:55:00.641361741
405,,2,0.5,0,2509797282,2019-07-31 11:55:03.151198922
